10:03:40.698 @EMP002 系统管理员
10:08:33.164 @RCB001 84
10:08:33.164 @RCB002 Z20190116002
10:08:33.164 @RCB003 028
10:08:33.164 @RCB004 104070449
10:08:33.165 @RCB005 欧普合格证
10:08:33.165 @RCB006 PCS
10:08:33.165 @RCB007 008
10:08:33.165 @RCB008 700
10:08:33.165 @RCB019 ********************
10:08:33.165 @RCB020 白色不干胶
10:08:33.165 @RCB021 81
10:08:33.165 @RCB022 GD201901020014
10:08:33.166 @RCB023 000
10:08:33.166 @RCB024 JDSF133-S
10:08:33.166 @RCB029 002
10:08:33.171 @RCB001 84
10:08:33.171 @RCB002 Z20190116002
10:08:33.171 @RCB003 029
10:08:33.172 @RCB004 104091775
10:08:33.172 @RCB005 欧普F133-S铭牌
10:08:33.172 @RCB006 PCS
10:08:33.172 @RCB007 008
10:08:33.172 @RCB008 700
10:08:33.172 @RCB019 ********************
10:08:33.172 @RCB020 
10:08:33.173 @RCB021 81
10:08:33.173 @RCB022 GD201901020014
10:08:33.173 @RCB023 000
10:08:33.173 @RCB024 JDSF133-S
10:08:33.173 @RCB029 002
10:08:33.179 @RCB001 84
10:08:33.179 @RCB002 Z20190116002
10:08:33.179 @RCB003 030
10:08:33.179 @RCB004 104061899
10:08:33.179 @RCB005 F139-S接线提示卡
10:08:33.179 @RCB006 PCS
10:08:33.179 @RCB007 006
10:08:33.180 @RCB008 700
10:08:33.180 @RCB019 ********************
10:08:33.180 @RCB020 
10:08:33.180 @RCB021 81
10:08:33.180 @RCB022 GD201901020014
10:08:33.180 @RCB023 000
10:08:33.180 @RCB024 JDSF133-S
10:08:33.181 @RCB029 002
10:08:33.186 @RCB001 84
10:08:33.186 @RCB002 Z20190116002
10:08:33.186 @RCB003 031
10:08:33.186 @RCB004 104061944
10:08:33.186 @RCB005 F133-S箱贴
10:08:33.187 @RCB006 PCS
10:08:33.187 @RCB007 008
10:08:33.187 @RCB008 700
10:08:33.187 @RCB019 ********************
10:08:33.187 @RCB020 
10:08:33.187 @RCB021 81
10:08:33.187 @RCB022 GD201901020014
10:08:33.188 @RCB023 000
10:08:33.188 @RCB024 JDSF133-S
10:08:33.188 @RCB029 002
10:08:33.193 @RCB001 84
10:08:33.193 @RCB002 Z20190116002
10:08:33.194 @RCB003 032
10:08:33.194 @RCB004 104020226
10:08:33.194 @RCB005 欧普530*820包装袋
10:08:33.194 @RCB006 PCS
10:08:33.194 @RCB007 006
10:08:33.194 @RCB008 700
10:08:33.194 @RCB019 ********************
10:08:33.195 @RCB020 单面印OPPLE
10:08:33.195 @RCB021 81
10:08:33.195 @RCB022 GD201901020014
10:08:33.195 @RCB023 000
10:08:33.195 @RCB024 JDSF133-S
10:08:33.195 @RCB029 002
10:08:33.201 @RCB001 84
10:08:33.201 @RCB002 Z20190116002
10:08:33.202 @RCB003 033
10:08:33.202 @RCB004 103041679
10:08:33.202 @RCB005 二合一驱动照明转接线
10:08:33.202 @RCB006 PCS
10:08:33.202 @RCB007 006
10:08:33.202 @RCB008 700
10:08:33.202 @RCB019 ********************
10:08:33.202 @RCB020 
10:08:33.203 @RCB021 81
10:08:33.203 @RCB022 GD201901020014
10:08:33.203 @RCB023 000
10:08:33.203 @RCB024 JDSF133-S
10:08:33.203 @RCB029 002
10:08:33.209 @RCB001 84
10:08:33.209 @RCB002 Z20190116002
10:08:33.209 @RCB003 034
10:08:33.209 @RCB004 103041678
10:08:33.209 @RCB005 二合一驱动数显转接线
10:08:33.209 @RCB006 PCS
10:08:33.209 @RCB007 006
10:08:33.210 @RCB008 700
10:08:33.210 @RCB019 ********************
10:08:33.210 @RCB020 
10:08:33.210 @RCB021 81
10:08:33.210 @RCB022 GD201901020014
10:08:33.210 @RCB023 000
10:08:33.210 @RCB024 JDSF133-S
10:08:33.210 @RCB029 002
10:08:33.216 @RCB001 84
10:08:33.216 @RCB002 Z20190116002
10:08:33.216 @RCB003 035
10:08:33.217 @RCB004 104060382
10:08:33.217 @RCB005 欧普接线警告
10:08:33.217 @RCB006 PCS
10:08:33.217 @RCB007 008
10:08:33.217 @RCB008 700
10:08:33.218 @RCB019 ********************
10:08:33.218 @RCB020 75*25mm,不干胶贴纸
10:08:33.218 @RCB021 81
10:08:33.218 @RCB022 GD201901020014
10:08:33.218 @RCB023 000
10:08:33.218 @RCB024 JDSF133-S
10:08:33.219 @RCB029 002
10:08:33.225 @RCB001 84
10:08:33.225 @RCB002 Z20190116002
10:08:33.225 @RCB003 036
10:08:33.225 @RCB004 103021690
10:08:33.226 @RCB005 F113-S接线柱跳线
10:08:33.226 @RCB006 PCS
10:08:33.226 @RCB007 001
10:08:33.226 @RCB008 700
10:08:33.226 @RCB019 ********************
10:08:33.226 @RCB020 1.5mm,L=70mm（详见图纸）
10:08:33.227 @RCB021 81
10:08:33.227 @RCB022 GD201901020014
10:08:33.227 @RCB023 000
10:08:33.227 @RCB024 JDSF133-S
10:08:33.227 @RCB029 002
10:08:33.233 @RCB001 84
10:08:33.233 @RCB002 Z20190116002
10:08:33.233 @RCB003 037
10:08:33.234 @RCB004 103021699
10:08:33.234 @RCB005 白色30公分六芯线
10:08:33.234 @RCB006 PCS
10:08:33.234 @RCB007 001
10:08:33.234 @RCB008 700
10:08:33.234 @RCB019 ********************
10:08:33.235 @RCB020 (红/黄/白/绿/棕/蓝)6*1.0mm
10:08:33.235 @RCB021 81
10:08:33.235 @RCB022 GD201901020014
10:08:33.235 @RCB023 000
10:08:33.235 @RCB024 JDSF133-S
10:08:33.236 @RCB029 002
10:08:33.242 @RCB001 84
10:08:33.242 @RCB002 Z20190116002
10:08:33.243 @RCB003 038
10:08:33.243 @RCB004 103011578
10:08:33.243 @RCB005 F66内部线
10:08:33.243 @RCB006 套
10:08:33.243 @RCB007 001
10:08:33.244 @RCB008 700
10:08:33.244 @RCB019 ********************
10:08:33.244 @RCB020 见图纸
10:08:33.244 @RCB021 81
10:08:33.244 @RCB022 GD201901020014
10:08:33.244 @RCB023 000
10:08:33.245 @RCB024 JDSF133-S
10:08:33.245 @RCB029 002
10:08:33.251 @RCB001 84
10:08:33.251 @RCB002 Z20190116002
10:08:33.251 @RCB003 039
10:08:33.251 @RCB004 102140096
10:08:33.252 @RCB005 STP4*6三角机丝圆头
10:08:33.252 @RCB006 PCS
10:08:33.252 @RCB007 001
10:08:33.252 @RCB008 700
10:08:33.252 @RCB019 ********************
10:08:33.252 @RCB020 
10:08:33.253 @RCB021 81
10:08:33.253 @RCB022 GD201901020014
10:08:33.253 @RCB023 000
10:08:33.253 @RCB024 JDSF133-S
10:08:33.253 @RCB029 002
10:08:33.259 @RCB001 84
10:08:33.259 @RCB002 Z20190116002
10:08:33.260 @RCB003 040
10:08:33.260 @RCB004 102010049
10:08:33.260 @RCB005 10公分抱箍
10:08:33.260 @RCB006 PCS
10:08:33.260 @RCB007 001
10:08:33.260 @RCB008 1400
10:08:33.261 @RCB019 ********************
10:08:33.261 @RCB020 
10:08:33.261 @RCB021 81
10:08:33.261 @RCB022 GD201901020014
10:08:33.261 @RCB023 000
10:08:33.261 @RCB024 JDSF133-S
10:08:33.262 @RCB029 002
10:08:33.268 @RCB001 84
10:08:33.268 @RCB002 Z20190116002
10:08:33.268 @RCB003 042
10:08:33.268 @RCB004 102060067
10:08:33.269 @RCB005 M4*6圆头铜螺丝
10:08:33.269 @RCB006 PCS
10:08:33.269 @RCB007 001
10:08:33.269 @RCB008 1400
10:08:33.269 @RCB019 ********************
10:08:33.270 @RCB020 
10:08:33.270 @RCB021 81
10:08:33.270 @RCB022 GD201901020014
10:08:33.270 @RCB023 000
10:08:33.270 @RCB024 JDSF133-S
10:08:33.271 @RCB029 002
10:08:33.277 @RCB001 84
10:08:33.277 @RCB002 Z20190116002
10:08:33.277 @RCB003 043
10:08:33.277 @RCB004 102080083
10:08:33.277 @RCB005 Φ4铜螺帽
10:08:33.278 @RCB006 PCS
10:08:33.278 @RCB007 001
10:08:33.278 @RCB008 1400
10:08:33.278 @RCB019 ********************
10:08:33.278 @RCB020 
10:08:33.279 @RCB021 81
10:08:33.279 @RCB022 GD201901020014
10:08:33.279 @RCB023 000
10:08:33.279 @RCB024 JDSF133-S
10:08:33.279 @RCB029 002
10:08:33.285 @RCB001 84
10:08:33.285 @RCB002 Z20190116002
10:08:33.286 @RCB003 044
10:08:33.286 @RCB004 102060069
10:08:33.286 @RCB005 龙骨卡扣螺丝包
10:08:33.286 @RCB006 PCS
10:08:33.286 @RCB007 001
10:08:33.286 @RCB008 700
10:08:33.287 @RCB019 ********************
10:08:33.287 @RCB020 带4*20螺丝
10:08:33.287 @RCB021 81
10:08:33.287 @RCB022 GD201901020014
10:08:33.287 @RCB023 000
10:08:33.288 @RCB024 JDSF133-S
10:08:33.288 @RCB029 002
10:08:33.294 @RCB001 84
10:08:33.295 @RCB002 Z20190116002
10:08:33.295 @RCB003 047
10:08:33.295 @RCB004 102110088
10:08:33.295 @RCB005 智能开关压线卡
10:08:33.295 @RCB006 PCS
10:08:33.296 @RCB007 006
10:08:33.296 @RCB008 700
10:08:33.296 @RCB019 ********************
10:08:33.296 @RCB020 白色（格兰）
10:08:33.297 @RCB021 81
10:08:33.297 @RCB022 GD201901020014
10:08:33.297 @RCB023 000
10:08:33.297 @RCB024 JDSF133-S
10:08:33.297 @RCB029 002
10:12:24.168 @ANW001 Z20190128001
10:12:24.168 @ANW010 0507
10:12:24.168 @ANW011 总装车间
10:12:24.168 @ANW012 050701
10:12:24.169 @ANW013 1线
10:12:24.169 @ANW014 计件
10:12:24.169 @ANW015 2019/1/28 8:00:00
10:12:24.169 @ANW016 2019/1/28 17:00:00
10:12:24.169 @ANW017 
10:12:24.169 @ANW018 
10:12:24.169 @ANW019 
10:12:24.169 @ANW020 False
10:12:24.170 @ANW021 False
10:12:24.170 @ANW022 2019/1/28 0:00:00
10:12:24.170 @ANW023 0
10:12:24.170 @ANW024 0
10:12:24.170 @ANW025 系统管理员
10:12:24.170 @ANW026 0
10:12:24.170 @ANW027 0
10:12:24.183 @ANX001 Z20190128001
10:12:24.184 @ANX002 10116
10:12:24.184 @ANX003 刘兴贵
10:12:24.184 @ANX004 装配工
10:12:24.184 @ANX005 2019/1/28 8:00:00
10:12:24.185 @ANX006 2019/1/28 17:00:00
10:12:24.185 @ANX007 
10:12:24.185 @ANX008 
10:12:24.185 @ANX009 0
10:12:24.185 @ANX010 0
10:12:24.186 @ANX011 在职
10:12:24.186 @ANX012 
10:12:24.186 @ANX013 
10:12:24.187 @ANX014 1线
10:12:24.187 @ANX015 9
10:12:24.188 @ANX016 0
10:12:24.188 @ANX017 188.54
10:12:24.188 @ANX018 
10:12:24.194 @ANX001 Z20190128001
10:12:24.194 @ANX002 10117
10:12:24.195 @ANX003 赵成鹏
10:12:24.195 @ANX004 装配工
10:12:24.195 @ANX005 2019/1/28 8:00:00
10:12:24.195 @ANX006 2019/1/28 17:00:00
10:12:24.195 @ANX007 
10:12:24.196 @ANX008 
10:12:24.196 @ANX009 0
10:12:24.196 @ANX010 0
10:12:24.196 @ANX011 在职
10:12:24.196 @ANX012 
10:12:24.197 @ANX013 
10:12:24.197 @ANX014 1线
10:12:24.197 @ANX015 9
10:12:24.197 @ANX016 0
10:12:24.197 @ANX017 188.54
10:12:24.197 @ANX018 
10:12:24.200 @ANX001 Z20190128001
10:12:24.200 @ANX002 10118
10:12:24.201 @ANX003 何万华
10:12:24.201 @ANX004 装配工
10:12:24.201 @ANX005 2019/1/28 8:00:00
10:12:24.201 @ANX006 2019/1/28 17:00:00
10:12:24.202 @ANX007 
10:12:24.202 @ANX008 
10:12:24.202 @ANX009 0
10:12:24.203 @ANX010 0
10:12:24.203 @ANX011 在职
10:12:24.203 @ANX012 
10:12:24.203 @ANX013 
10:12:24.203 @ANX014 1线
10:12:24.204 @ANX015 9
10:12:24.204 @ANX016 0
10:12:24.204 @ANX017 188.54
10:12:24.204 @ANX018 
10:12:24.206 @ANX001 Z20190128001
10:12:24.206 @ANX002 10120
10:12:24.206 @ANX003 马小千
10:12:24.206 @ANX004 检测
10:12:24.207 @ANX005 2019/1/28 8:00:00
10:12:24.207 @ANX006 2019/1/28 17:00:00
10:12:24.207 @ANX007 
10:12:24.207 @ANX008 
10:12:24.207 @ANX009 0
10:12:24.208 @ANX010 0
10:12:24.208 @ANX011 在职
10:12:24.208 @ANX012 
10:12:24.208 @ANX013 检测
10:12:24.208 @ANX014 1线
10:12:24.208 @ANX015 9
10:12:24.209 @ANX016 0
10:12:24.209 @ANX017 188.54
10:12:24.209 @ANX018 
10:12:24.211 @ANX001 Z20190128001
10:12:24.211 @ANX002 10121
10:12:24.212 @ANX003 周顺
10:12:24.212 @ANX004 装配工
10:12:24.212 @ANX005 2019/1/28 8:00:00
10:12:24.212 @ANX006 2019/1/28 17:00:00
10:12:24.213 @ANX007 
10:12:24.213 @ANX008 
10:12:24.213 @ANX009 0
10:12:24.213 @ANX010 0
10:12:24.213 @ANX011 在职
10:12:24.213 @ANX012 
10:12:24.214 @ANX013 
10:12:24.214 @ANX014 1线
10:12:24.214 @ANX015 9
10:12:24.214 @ANX016 0
10:12:24.214 @ANX017 188.54
10:12:24.215 @ANX018 
10:12:24.216 @ANX001 Z20190128001
10:12:24.217 @ANX002 10122
10:12:24.217 @ANX003 郭昭芬
10:12:24.217 @ANX004 装配工
10:12:24.217 @ANX005 2019/1/28 8:00:00
10:12:24.217 @ANX006 2019/1/28 17:00:00
10:12:24.217 @ANX007 
10:12:24.218 @ANX008 
10:12:24.218 @ANX009 0
10:12:24.218 @ANX010 0
10:12:24.218 @ANX011 在职
10:12:24.218 @ANX012 
10:12:24.219 @ANX013 
10:12:24.219 @ANX014 1线
10:12:24.219 @ANX015 9
10:12:24.219 @ANX016 0
10:12:24.219 @ANX017 188.54
10:12:24.219 @ANX018 
10:12:24.221 @ANX001 Z20190128001
10:12:24.221 @ANX002 10123
10:12:24.221 @ANX003 吴张英
10:12:24.221 @ANX004 装配工
10:12:24.222 @ANX005 2019/1/28 8:00:00
10:12:24.222 @ANX006 2019/1/28 17:00:00
10:12:24.222 @ANX007 
10:12:24.222 @ANX008 
10:12:24.222 @ANX009 0
10:12:24.222 @ANX010 0
10:12:24.222 @ANX011 在职
10:12:24.222 @ANX012 
10:12:24.223 @ANX013 
10:12:24.223 @ANX014 1线
10:12:24.223 @ANX015 9
10:12:24.223 @ANX016 0
10:12:24.223 @ANX017 188.54
10:12:24.223 @ANX018 
10:12:24.225 @ANX001 Z20190128001
10:12:24.225 @ANX002 10124
10:12:24.225 @ANX003 熊洪才
10:12:24.225 @ANX004 装配工
10:12:24.226 @ANX005 2019/1/28 8:00:00
10:12:24.226 @ANX006 2019/1/28 17:00:00
10:12:24.226 @ANX007 
10:12:24.226 @ANX008 
10:12:24.227 @ANX009 0
10:12:24.227 @ANX010 0
10:12:24.227 @ANX011 在职
10:12:24.227 @ANX012 
10:12:24.228 @ANX013 
10:12:24.228 @ANX014 1线
10:12:24.228 @ANX015 9
10:12:24.228 @ANX016 0
10:12:24.228 @ANX017 188.54
10:12:24.228 @ANX018 
10:12:24.230 @ANX001 Z20190128001
10:12:24.230 @ANX002 10125
10:12:24.230 @ANX003 代开容
10:12:24.231 @ANX004 装配工
10:12:24.231 @ANX005 2019/1/28 8:00:00
10:12:24.231 @ANX006 2019/1/28 17:00:00
10:12:24.231 @ANX007 
10:12:24.231 @ANX008 
10:12:24.231 @ANX009 0
10:12:24.231 @ANX010 0
10:12:24.232 @ANX011 在职
10:12:24.232 @ANX012 
10:12:24.232 @ANX013 
10:12:24.232 @ANX014 1线
10:12:24.232 @ANX015 9
10:12:24.232 @ANX016 0
10:12:24.232 @ANX017 188.54
10:12:24.233 @ANX018 
10:12:24.235 @ANX001 Z20190128001
10:12:24.235 @ANX002 10126
10:12:24.235 @ANX003 朱正高
10:12:24.236 @ANX004 装配工
10:12:24.236 @ANX005 2019/1/28 8:00:00
10:12:24.236 @ANX006 2019/1/28 17:00:00
10:12:24.236 @ANX007 
10:12:24.236 @ANX008 
10:12:24.237 @ANX009 0
10:12:24.237 @ANX010 0
10:12:24.237 @ANX011 在职
10:12:24.237 @ANX012 
10:12:24.237 @ANX013 
10:12:24.238 @ANX014 1线
10:12:24.238 @ANX015 9
10:12:24.238 @ANX016 0
10:12:24.238 @ANX017 188.54
10:12:24.238 @ANX018 
10:12:24.250 @ANX001 Z20190128001
10:12:24.250 @ANX002 10127
10:12:24.250 @ANX003 卿廷群
10:12:24.251 @ANX004 装配工
10:12:24.251 @ANX005 2019/1/28 8:00:00
10:12:24.251 @ANX006 2019/1/28 17:00:00
10:12:24.251 @ANX007 
10:12:24.251 @ANX008 
10:12:24.252 @ANX009 0
10:12:24.252 @ANX010 0
10:12:24.252 @ANX011 在职
10:12:24.252 @ANX012 
10:12:24.252 @ANX013 
10:12:24.253 @ANX014 1线
10:12:24.253 @ANX015 9
10:12:24.253 @ANX016 0
10:12:24.253 @ANX017 188.54
10:12:24.253 @ANX018 
10:12:24.255 @ANX001 Z20190128001
10:12:24.256 @ANX002 10128
10:12:24.256 @ANX003 陈万珍
10:12:24.256 @ANX004 装配工
10:12:24.256 @ANX005 2019/1/28 8:00:00
10:12:24.257 @ANX006 2019/1/28 17:00:00
10:12:24.257 @ANX007 
10:12:24.257 @ANX008 
10:12:24.257 @ANX009 0
10:12:24.257 @ANX010 0
10:12:24.257 @ANX011 在职
10:12:24.258 @ANX012 
10:12:24.258 @ANX013 
10:12:24.258 @ANX014 1线
10:12:24.258 @ANX015 9
10:12:24.258 @ANX016 0
10:12:24.259 @ANX017 188.54
10:12:24.259 @ANX018 
10:12:24.265 @ANX001 Z20190128001
10:12:24.266 @ANX002 10129
10:12:24.266 @ANX003 李义承
10:12:24.266 @ANX004 装配工
10:12:24.266 @ANX005 2019/1/28 8:00:00
10:12:24.267 @ANX006 2019/1/28 17:00:00
10:12:24.267 @ANX007 
10:12:24.267 @ANX008 
10:12:24.267 @ANX009 0
10:12:24.267 @ANX010 0
10:12:24.268 @ANX011 在职
10:12:24.268 @ANX012 
10:12:24.268 @ANX013 
10:12:24.268 @ANX014 1线
10:12:24.268 @ANX015 9
10:12:24.269 @ANX016 0
10:12:24.269 @ANX017 188.54
10:12:24.269 @ANX018 
10:12:24.271 @ANX001 Z20190128001
10:12:24.271 @ANX002 10130
10:12:24.271 @ANX003 张义兵
10:12:24.271 @ANX004 装配工
10:12:24.272 @ANX005 2019/1/28 8:00:00
10:12:24.272 @ANX006 2019/1/28 17:00:00
10:12:24.272 @ANX007 
10:12:24.272 @ANX008 
10:12:24.273 @ANX009 0
10:12:24.273 @ANX010 0
10:12:24.273 @ANX011 在职
10:12:24.273 @ANX012 
10:12:24.273 @ANX013 
10:12:24.274 @ANX014 1线
10:12:24.274 @ANX015 9
10:12:24.274 @ANX016 0
10:12:24.274 @ANX017 188.54
10:12:24.274 @ANX018 
10:12:24.277 @ANX001 Z20190128001
10:12:24.277 @ANX002 10131
10:12:24.277 @ANX003 李琴琴
10:12:24.278 @ANX004 装配工
10:12:24.278 @ANX005 2019/1/28 8:00:00
10:12:24.278 @ANX006 2019/1/28 17:00:00
10:12:24.278 @ANX007 
10:12:24.279 @ANX008 
10:12:24.279 @ANX009 0
10:12:24.279 @ANX010 0
10:12:24.279 @ANX011 在职
10:12:24.280 @ANX012 
10:12:24.280 @ANX013 
10:12:24.280 @ANX014 1线
10:12:24.280 @ANX015 9
10:12:24.281 @ANX016 0
10:12:24.281 @ANX017 188.54
10:12:24.281 @ANX018 
10:12:24.283 @ANX001 Z20190128001
10:12:24.284 @ANX002 10133
10:12:24.284 @ANX003 李二先
10:12:24.284 @ANX004 装配工
10:12:24.285 @ANX005 2019/1/28 8:00:00
10:12:24.285 @ANX006 2019/1/28 17:00:00
10:12:24.285 @ANX007 
10:12:24.285 @ANX008 
10:12:24.286 @ANX009 0
10:12:24.286 @ANX010 0
10:12:24.286 @ANX011 在职
10:12:24.286 @ANX012 
10:12:24.287 @ANX013 
10:12:24.287 @ANX014 1线
10:12:24.287 @ANX015 9
10:12:24.291 @ANX016 0
10:12:24.291 @ANX017 188.54
10:12:24.291 @ANX018 
10:12:24.293 @ANX001 Z20190128001
10:12:24.294 @ANX002 10134
10:12:24.294 @ANX003 邹永操
10:12:24.294 @ANX004 装配工
10:12:24.294 @ANX005 2019/1/28 8:00:00
10:12:24.295 @ANX006 2019/1/28 17:00:00
10:12:24.295 @ANX007 
10:12:24.295 @ANX008 
10:12:24.295 @ANX009 0
10:12:24.296 @ANX010 0
10:12:24.296 @ANX011 在职
10:12:24.296 @ANX012 
10:12:24.297 @ANX013 
10:12:24.297 @ANX014 1线
10:12:24.297 @ANX015 9
10:12:24.298 @ANX016 0
10:12:24.298 @ANX017 188.54
10:12:24.298 @ANX018 
10:12:24.300 @ANX001 Z20190128001
10:12:24.300 @ANX002 10135
10:12:24.301 @ANX003 陈广春
10:12:24.301 @ANX004 装配工
10:12:24.301 @ANX005 2019/1/28 8:00:00
10:12:24.301 @ANX006 2019/1/28 17:00:00
10:12:24.302 @ANX007 
10:12:24.302 @ANX008 
10:12:24.302 @ANX009 0
10:12:24.302 @ANX010 0
10:12:24.303 @ANX011 在职
10:12:24.303 @ANX012 
10:12:24.303 @ANX013 
10:12:24.303 @ANX014 1线
10:12:24.304 @ANX015 9
10:12:24.304 @ANX016 0
10:12:24.304 @ANX017 188.54
10:12:24.304 @ANX018 
10:12:24.307 @ANX001 Z20190128001
10:12:24.307 @ANX002 10136
10:12:24.308 @ANX003 李敏
10:12:24.308 @ANX004 装配工
10:12:24.308 @ANX005 2019/1/28 8:00:00
10:12:24.308 @ANX006 2019/1/28 17:00:00
10:12:24.308 @ANX007 
10:12:24.309 @ANX008 
10:12:24.309 @ANX009 0
10:12:24.309 @ANX010 0
10:12:24.309 @ANX011 在职
10:12:24.309 @ANX012 
10:12:24.309 @ANX013 
10:12:24.310 @ANX014 1线
10:12:24.310 @ANX015 9
10:12:24.310 @ANX016 0
10:12:24.310 @ANX017 188.54
10:12:24.310 @ANX018 
10:12:24.312 @ANX001 Z20190128001
10:12:24.312 @ANX002 10137
10:12:24.313 @ANX003 占利
10:12:24.313 @ANX004 装配工
10:12:24.313 @ANX005 2019/1/28 8:00:00
10:12:24.313 @ANX006 2019/1/28 17:00:00
10:12:24.314 @ANX007 
10:12:24.314 @ANX008 
10:12:24.314 @ANX009 0
10:12:24.314 @ANX010 0
10:12:24.315 @ANX011 在职
10:12:24.315 @ANX012 
10:12:24.315 @ANX013 
10:12:24.315 @ANX014 1线
10:12:24.315 @ANX015 9
10:12:24.316 @ANX016 0
10:12:24.316 @ANX017 188.54
10:12:24.316 @ANX018 
10:12:24.318 @ANX001 Z20190128001
10:12:24.318 @ANX002 10138
10:12:24.318 @ANX003 王绍琴
10:12:24.319 @ANX004 装配工
10:12:24.319 @ANX005 2019/1/28 8:00:00
10:12:24.319 @ANX006 2019/1/28 17:00:00
10:12:24.319 @ANX007 
10:12:24.319 @ANX008 
10:12:24.320 @ANX009 0
10:12:24.320 @ANX010 0
10:12:24.320 @ANX011 在职
10:12:24.320 @ANX012 
10:12:24.320 @ANX013 
10:12:24.321 @ANX014 1线
10:12:24.321 @ANX015 9
10:12:24.321 @ANX016 0
10:12:24.321 @ANX017 188.54
10:12:24.321 @ANX018 
10:12:24.323 @ANX001 Z20190128001
10:12:24.323 @ANX002 10139
10:12:24.324 @ANX003 唐录云
10:12:24.324 @ANX004 装配工
10:12:24.324 @ANX005 2019/1/28 8:00:00
10:12:24.324 @ANX006 2019/1/28 17:00:00
10:12:24.324 @ANX007 
10:12:24.325 @ANX008 
10:12:24.325 @ANX009 0
10:12:24.325 @ANX010 0
10:12:24.325 @ANX011 在职
10:12:24.326 @ANX012 
10:12:24.326 @ANX013 
10:12:24.326 @ANX014 1线
10:12:24.326 @ANX015 9
10:12:24.326 @ANX016 0
10:12:24.327 @ANX017 188.54
10:12:24.327 @ANX018 
10:12:24.328 @ANX001 Z20190128001
10:12:24.328 @ANX002 10140
10:12:24.328 @ANX003 田锋
10:12:24.329 @ANX004 装配工
10:12:24.329 @ANX005 2019/1/28 8:00:00
10:12:24.329 @ANX006 2019/1/28 17:00:00
10:12:24.329 @ANX007 
10:12:24.329 @ANX008 
10:12:24.329 @ANX009 0
10:12:24.330 @ANX010 0
10:12:24.330 @ANX011 在职
10:12:24.330 @ANX012 
10:12:24.330 @ANX013 
10:12:24.330 @ANX014 1线
10:12:24.331 @ANX015 9
10:12:24.331 @ANX016 0
10:12:24.331 @ANX017 188.54
10:12:24.332 @ANX018 
10:12:24.333 @ANX001 Z20190128001
10:12:24.333 @ANX002 10141
10:12:24.334 @ANX003 付志林
10:12:24.334 @ANX004 装配工
10:12:24.334 @ANX005 2019/1/28 8:00:00
10:12:24.334 @ANX006 2019/1/28 17:00:00
10:12:24.334 @ANX007 
10:12:24.335 @ANX008 
10:12:24.335 @ANX009 0
10:12:24.335 @ANX010 0
10:12:24.335 @ANX011 在职
10:12:24.335 @ANX012 
10:12:24.336 @ANX013 
10:12:24.336 @ANX014 1线
10:12:24.336 @ANX015 9
10:12:24.336 @ANX016 0
10:12:24.336 @ANX017 188.54
10:12:24.337 @ANX018 
10:12:24.338 @ANN001 Z20190128001
10:12:24.338 @ANN002 GD201901020009
10:12:24.338 @ANN003 JDSF113-E
10:12:24.339 @ANN004 JDSF113-E-玉树临风-300*600数显风暖四合一
10:12:24.339 @ANN005 
10:12:24.339 @ANN006 台
10:12:24.339 @ANN007 2128
10:12:24.339 @ANN008 4.33
10:12:24.339 @ANN009 1100
10:12:24.340 @ANN010 
10:12:25.965 @ANW001 Z20190128001
10:12:25.965 @ANW020 True
10:12:25.967 @RCA001 84
10:12:25.967 @RCA002 Z20190128001
10:12:25.967 @RCA004 20190128
10:12:25.967 @RCA005 DS
10:12:25.968 @RCA006 050701
10:12:25.968 @RCA016 F
10:12:25.968 @RCA019 F
10:12:25.969 @RCC001 84
10:12:25.970 @RCC002 Z20190128001
10:12:25.970 @RCC003 81
10:12:25.970 @RCC004 GD201901020009
10:12:25.970 @RCC005 013
10:12:25.970 @RCC006 1100
10:12:25.971 @RCC007 0
10:12:25.971 @RCC008 ********************
10:12:25.971 @RCC010 JDSF113-E
10:12:25.971 @RCC011 000
10:12:25.971 @RCC022 001
10:12:25.972 @RCC028 
